anio,km_mes,antiguedad_anios,tipo_servicio,carga_promedio_ton,num_destinos,dias_operacion,costo_mto_nominal_k,costo_mto_2019_k,idx_inpc
2020,13507,11,1,10.3,2,19,7.577,7.016,1.08
2020,9343,12,1,10.0,6,21,7.387,6.84,1.08
2020,8344,3,1,9.8,5,21,6.173,5.716,1.08
2020,12037,6,2,13.9,8,28,7.92,7.333,1.08
2020,9316,1,1,12.3,4,19,6.219,5.758,1.08
2020,11943,5,1,10.8,4,22,7.188,6.655,1.08
2020,8476,5,0,12.7,4,23,7.15,6.621,1.08
2020,12044,17,1,8.0,3,19,7.817,7.238,1.08
2020,11949,7,0,12.4,3,24,7.891,7.306,1.08
2020,12812,7,0,12.6,7,21,8.449,7.823,1.08
2020,7726,7,1,6.0,3,15,5.381,4.982,1.08
2020,9292,7,1,16.0,3,24,7.414,6.865,1.08
2020,14369,0,0,8.5,6,19,7.33,6.787,1.08
2020,8884,1,1,12.4,3,19,6.93,6.417,1.08
2020,11528,11,1,16.7,3,24,8.631,7.992,1.08
2020,15226,14,0,15.7,2,21,9.652,8.937,1.08
2020,4877,3,1,12.1,5,25,6.123,5.67,1.08
2020,8801,2,1,10.6,5,26,6.231,5.77,1.08
2020,9505,13,1,15.8,6,20,8.119,7.517,1.08
2020,5003,7,1,14.7,3,24,6.597,6.108,1.08
2020,8360,12,0,9.5,6,20,7.586,7.024,1.08
2020,7072,4,1,8.8,2,29,5.986,5.543,1.08
2020,11644,12,2,3.7,4,20,6.557,6.072,1.08
2020,5168,0,1,12.6,9,25,6.126,5.672,1.08
2020,14223,15,0,11.7,4,25,9.193,8.512,1.08
2020,11225,1,1,16.5,4,23,7.702,7.131,1.08
2020,6865,6,2,13.4,1,20,6.438,5.961,1.08
2020,12066,5,0,17.3,1,22,8.648,8.008,1.08
2020,10992,4,2,9.2,4,16,6.484,6.004,1.08
2020,9403,3,2,16.6,2,23,6.952,6.437,1.08
2020,7696,1,0,9.9,4,23,6.39,5.917,1.08
2020,10869,9,2,15.1,2,22,7.95,7.361,1.08
2020,9807,4,1,6.2,3,13,5.257,4.867,1.08
2020,7777,17,2,12.9,4,18,7.849,7.268,1.08
2020,6142,9,1,4.1,4,20,5.126,4.746,1.08
2020,7374,14,1,10.9,4,23,7.298,6.757,1.08
2020,8242,8,1,13.8,4,23,7.008,6.489,1.08
2020,12406,10,2,9.9,4,21,7.544,6.986,1.08
2020,11652,16,0,7.8,6,24,8.251,7.64,1.08
2020,8375,8,1,15.4,5,19,7.692,7.122,1.08
2020,8472,15,0,11.6,4,24,8.574,7.939,1.08
2020,11978,5,0,10.0,6,23,7.758,7.184,1.08
2020,10168,10,0,12.2,2,23,8.124,7.522,1.08
2020,10134,16,1,22.5,6,21,9.575,8.865,1.08
2020,7742,3,0,16.6,4,27,8.068,7.47,1.08
2020,9191,14,0,16.7,2,23,9.071,8.399,1.08
2020,9511,0,0,13.7,10,19,7.449,6.897,1.08
2020,9272,0,0,12.7,4,23,6.935,6.421,1.08
2020,11335,8,1,2.4,5,24,5.848,5.415,1.08
2020,11413,11,2,9.3,6,20,7.8,7.223,1.08
2020,7203,3,0,10.1,5,25,6.534,6.05,1.08
2020,8249,12,2,4.5,2,23,6.092,5.64,1.08
2020,7782,6,1,7.4,1,15,5.086,4.709,1.08
2020,12971,7,1,4.1,4,23,6.411,5.936,1.08
2020,15134,12,1,11.8,4,21,8.428,7.803,1.08
2020,8341,10,2,15.3,7,24,8.31,7.694,1.08
2020,9082,8,0,16.4,2,25,8.452,7.826,1.08
2020,11606,15,1,13.7,1,23,7.891,7.306,1.08
2020,7732,9,1,8.1,6,27,6.455,5.977,1.08
2020,11662,10,1,4.3,3,21,6.042,5.594,1.08
2020,9448,11,2,5.0,1,24,6.002,5.557,1.08
2020,5141,13,0,6.9,3,24,6.724,6.226,1.08
2020,6249,11,1,8.4,4,22,6.402,5.928,1.08
2020,8655,17,1,11.4,1,24,7.415,6.865,1.08
2020,12557,16,1,7.9,3,20,7.398,6.85,1.08
2020,7269,2,0,13.4,5,21,6.766,6.265,1.08
2020,8165,0,1,11.1,1,18,5.416,5.015,1.08
2020,10028,3,2,12.0,2,23,6.355,5.884,1.08
2020,5328,15,1,16.6,5,23,7.959,7.369,1.08
2020,10246,11,2,7.3,7,26,7.061,6.538,1.08
2020,5641,12,1,13.7,6,24,7.614,7.05,1.08
2020,10918,16,0,11.9,1,21,8.43,7.805,1.08
2020,7478,7,0,10.7,2,18,6.526,6.043,1.08
2020,7145,12,0,15.5,2,23,8.107,7.507,1.08
2020,10182,4,1,15.5,2,25,7.174,6.643,1.08
2020,11485,17,0,8.2,8,24,8.657,8.015,1.08
2020,10441,14,1,11.3,7,25,8.036,7.441,1.08
2020,10019,11,1,13.1,2,21,7.551,6.992,1.08
2020,10055,16,0,10.9,2,21,8.181,7.575,1.08
2020,10456,14,0,14.3,4,20,8.844,8.189,1.08
2020,10620,1,0,13.1,7,22,7.446,6.894,1.08
2020,8514,5,1,19.3,8,22,8.23,7.621,1.08
2020,11136,16,0,5.9,3,23,7.691,7.122,1.08
2020,7505,15,0,11.5,4,22,8.216,7.607,1.08
2020,12228,16,2,8.4,2,22,8.152,7.548,1.08
2020,11456,8,2,14.4,3,20,7.795,7.217,1.08
2020,14952,4,0,5.5,3,25,6.85,6.343,1.08
2020,10785,0,1,13.4,7,22,6.981,6.463,1.08
2020,11773,5,1,9.5,2,21,6.827,6.321,1.08
2020,5599,13,2,9.1,6,20,7.287,6.747,1.08
2020,11854,16,1,6.2,2,18,6.908,6.396,1.08
2020,12441,0,0,10.1,2,26,6.803,6.299,1.08
2020,13262,0,1,16.3,3,24,7.939,7.351,1.08
2020,9801,12,1,11.9,7,17,7.46,6.907,1.08
2020,8645,13,0,14.5,3,24,8.648,8.008,1.08
2020,6776,5,1,18.7,2,25,7.154,6.624,1.08
2020,7005,5,1,13.1,6,22,6.665,6.171,1.08
2020,9436,0,0,9.8,1,27,6.619,6.128,1.08
2020,5121,13,0,13.9,2,23,7.774,7.198,1.08
2020,7579,2,1,9.8,3,18,5.357,4.96,1.08
2020,9724,9,0,10.0,3,23,7.695,7.125,1.08
2020,9668,3,2,5.9,1,23,5.384,4.986,1.08
2020,7077,9,0,15.7,4,20,7.941,7.353,1.08
2020,6415,1,0,10.5,5,24,7.17,6.639,1.08
2020,6789,3,1,12.7,3,17,5.862,5.428,1.08
2020,8948,5,2,7.9,1,25,5.955,5.514,1.08
2020,14824,6,2,13.7,4,19,7.678,7.109,1.08
2020,12151,15,1,9.0,5,19,7.395,6.847,1.08
2020,10035,6,0,11.4,5,22,7.438,6.887,1.08
2020,10885,17,1,15.5,1,23,8.618,7.98,1.08
2020,12040,8,1,15.2,7,22,8.037,7.442,1.08
2020,11189,9,0,11.9,4,20,8.04,7.444,1.08
2020,8729,12,2,4.9,1,20,5.71,5.287,1.08
2020,7386,17,0,24.0,8,19,10.706,9.913,1.08
2020,9187,15,2,19.0,3,21,8.531,7.899,1.08
2020,12011,16,2,14.9,1,25,8.701,8.056,1.08
2020,8824,12,1,9.0,2,22,7.266,6.727,1.08
2020,6738,11,2,11.5,7,25,7.681,7.112,1.08
2020,5191,9,1,9.8,4,26,6.34,5.87,1.08
2020,9197,0,0,17.1,4,20,7.551,6.992,1.08
2020,6936,7,1,13.1,3,21,7.3,6.759,1.08
2020,8409,17,0,8.9,2,29,8.51,7.88,1.08
2020,13141,1,1,10.1,5,26,7.142,6.613,1.08
2020,9365,15,1,16.5,2,17,7.956,7.367,1.08
2021,15565,9,1,14.9,2,19,8.958,7.68,1.1664
2021,10421,0,1,18.8,3,18,8.598,7.372,1.1664
2021,11943,15,1,6.0,5,20,7.469,6.403,1.1664
2021,9949,3,1,10.9,3,21,7.102,6.089,1.1664
2021,9376,8,1,16.5,5,21,8.206,7.036,1.1664
2021,8871,17,1,7.8,3,22,8.17,7.005,1.1664
2021,8976,16,1,14.3,9,26,9.637,8.262,1.1664
2021,11021,14,0,6.8,3,22,8.21,7.039,1.1664
2021,10418,6,2,13.6,1,25,7.529,6.455,1.1664
2021,9421,17,2,12.3,1,24,8.503,7.29,1.1664
2021,13274,5,0,24.0,1,20,10.242,8.781,1.1664
2021,2083,11,1,15.0,5,24,7.49,6.422,1.1664
2021,10775,2,2,3.3,4,24,5.549,4.757,1.1664
2021,11294,0,0,11.7,2,22,7.363,6.312,1.1664
2021,12367,4,1,15.3,9,23,8.577,7.353,1.1664
2021,9338,0,0,10.3,3,22,7.302,6.26,1.1664
2021,10020,7,1,10.2,3,19,7.386,6.332,1.1664
2021,11965,6,2,10.4,3,29,8.093,6.938,1.1664
2021,13228,14,1,14.2,5,25,9.52,8.162,1.1664
2021,8749,10,1,7.0,3,24,6.838,5.862,1.1664
2021,10167,17,2,9.8,3,21,8.541,7.323,1.1664
2021,13696,13,1,16.1,4,22,9.99,8.565,1.1664
2021,4190,8,1,10.1,1,18,6.107,5.236,1.1664
2021,7775,4,1,9.8,6,23,6.528,5.597,1.1664
2021,13165,3,1,6.5,6,23,6.751,5.788,1.1664
2021,12231,11,2,14.6,8,21,8.92,7.647,1.1664
2021,10806,0,2,13.7,1,22,7.333,6.287,1.1664
2021,8379,12,2,15.9,2,21,8.093,6.939,1.1664
2021,7295,0,1,11.5,2,21,5.815,4.985,1.1664
2021,8022,2,0,13.3,3,20,7.431,6.371,1.1664
2021,13370,7,2,13.2,1,19,7.892,6.766,1.1664
2021,7929,17,1,6.3,3,20,6.92,5.933,1.1664
2021,9754,15,2,21.4,3,20,10.286,8.819,1.1664
2021,7616,15,0,15.9,2,25,9.206,7.893,1.1664
2021,11607,1,2,12.3,2,20,7.089,6.078,1.1664
2021,8153,16,0,11.1,1,16,8.276,7.095,1.1664
2021,9256,9,0,17.3,2,23,9.189,7.878,1.1664
2021,5292,6,1,12.4,6,24,7.524,6.45,1.1664
2021,5467,9,1,15.7,4,25,7.901,6.773,1.1664
2021,9519,8,0,9.7,5,22,7.746,6.641,1.1664
2021,6187,16,1,8.5,5,19,7.284,6.245,1.1664
2021,14763,8,1,11.4,5,20,8.784,7.53,1.1664
2021,4346,8,0,12.0,2,24,7.447,6.385,1.1664
2021,7500,4,0,13.7,9,26,8.625,7.394,1.1664
2021,9542,6,2,17.9,2,19,8.149,6.986,1.1664
2021,8587,10,0,16.4,5,23,9.878,8.468,1.1664
2021,6740,7,0,17.3,7,20,8.668,7.431,1.1664
2021,7105,13,1,9.1,5,20,7.353,6.304,1.1664
2021,7023,1,1,10.8,3,22,5.873,5.035,1.1664
2021,8783,9,2,15.9,2,22,8.467,7.259,1.1664
2021,14380,15,2,16.9,11,16,10.285,8.818,1.1664
2021,9695,15,2,15.0,5,23,8.86,7.596,1.1664
2021,12457,10,0,9.7,5,23,8.871,7.606,1.1664
2021,10767,5,1,7.8,9,24,7.361,6.311,1.1664
2021,12285,5,1,12.9,3,20,7.571,6.491,1.1664
2021,2500,6,0,8.4,7,17,6.23,5.342,1.1664
2021,8739,15,0,13.8,2,21,9.012,7.726,1.1664
2021,12768,12,1,17.0,7,24,9.804,8.405,1.1664
2021,8071,2,0,12.8,2,22,7.441,6.379,1.1664
2021,13906,8,2,6.8,6,25,7.742,6.637,1.1664
2021,13210,2,2,10.0,4,18,7.374,6.322,1.1664
2021,8327,5,0,15.5,1,24,8.034,6.888,1.1664
2021,8242,16,0,13.9,4,23,9.897,8.485,1.1664
2021,6966,2,2,14.2,6,21,7.044,6.039,1.1664
2021,7926,1,1,19.1,1,25,7.51,6.439,1.1664
2021,6419,11,2,13.4,5,23,7.749,6.644,1.1664
2021,10572,5,1,13.3,3,19,8.093,6.938,1.1664
2021,5860,9,2,15.4,3,25,7.601,6.517,1.1664
2021,11009,10,1,7.3,6,21,7.756,6.65,1.1664
2021,11070,15,0,10.2,7,22,9.551,8.188,1.1664
2021,5347,15,0,9.0,3,19,8.102,6.946,1.1664
2021,13375,17,1,14.6,5,22,9.82,8.419,1.1664
2021,10784,8,2,8.3,2,19,6.59,5.649,1.1664
2021,11374,1,0,14.3,5,21,8.383,7.187,1.1664
2021,7603,0,1,11.1,2,22,5.822,4.992,1.1664
2021,11056,15,0,10.6,4,24,8.97,7.69,1.1664
2021,12316,17,2,15.6,3,18,9.771,8.377,1.1664
2021,9253,2,2,6.7,4,25,6.833,5.858,1.1664
2021,14505,0,1,10.0,1,25,6.813,5.841,1.1664
2021,9610,5,0,23.7,1,21,9.818,8.418,1.1664
2021,12352,10,0,19.4,3,22,10.155,8.706,1.1664
2021,10233,7,1,4.7,4,23,6.393,5.481,1.1664
2021,10964,4,1,10.0,4,22,6.994,5.996,1.1664
2021,5322,8,0,12.3,2,24,7.453,6.39,1.1664
2021,10428,14,2,6.4,1,21,7.36,6.31,1.1664
2021,7663,13,1,20.1,7,20,9.679,8.298,1.1664
2021,7384,3,1,12.1,2,23,6.672,5.72,1.1664
2021,13860,7,0,11.3,5,17,8.941,7.666,1.1664
2021,8966,16,0,13.5,8,24,9.83,8.428,1.1664
2021,6992,1,1,13.5,3,24,6.835,5.86,1.1664
2021,8602,15,1,8.6,4,20,7.319,6.275,1.1664
2021,6249,9,1,17.3,2,26,8.527,7.311,1.1664
2021,13085,1,2,12.6,5,21,7.443,6.381,1.1664
2021,7761,10,1,17.2,2,21,8.646,7.412,1.1664
2021,10823,9,0,9.7,3,20,8.11,6.953,1.1664
2021,12890,13,2,4.8,1,23,7.129,6.112,1.1664
2021,8250,10,1,17.7,3,21,8.744,7.496,1.1664
2021,10830,8,0,15.0,3,18,8.614,7.385,1.1664
2021,6925,6,0,16.7,5,23,9.027,7.739,1.1664
2021,15614,14,2,16.9,4,21,9.843,8.439,1.1664
2021,11841,16,2,12.1,3,25,8.789,7.535,1.1664
2021,9018,2,0,10.5,6,23,7.667,6.573,1.1664
2021,7568,14,1,11.6,3,23,7.672,6.578,1.1664
2021,9215,13,1,14.2,3,25,8.503,7.29,1.1664
2021,8650,7,2,13.1,5,22,7.725,6.623,1.1664
2021,14382,3,1,4.7,4,24,6.874,5.893,1.1664
2021,6436,9,2,11.5,5,20,7.261,6.225,1.1664
2021,9837,1,1,17.7,1,27,8.118,6.96,1.1664
2021,9454,13,0,12.0,4,23,9.185,7.874,1.1664
2021,9206,7,0,20.9,5,18,9.816,8.416,1.1664
2021,9228,9,0,8.2,6,22,7.93,6.798,1.1664
2021,9210,17,1,13.4,3,23,8.583,7.358,1.1664
2021,11683,14,2,8.1,3,22,8.126,6.967,1.1664
2021,11022,4,0,8.6,5,15,7.274,6.236,1.1664
2021,10547,12,1,8.6,1,20,7.162,6.14,1.1664
2021,1915,17,0,20.8,4,18,9.661,8.283,1.1664
2021,10249,1,2,11.0,4,18,7.179,6.154,1.1664
2021,5361,12,2,9.2,4,22,6.857,5.878,1.1664
2021,11116,13,0,12.0,4,20,9.074,7.78,1.1664
2021,13186,9,1,11.1,2,21,7.964,6.828,1.1664
2021,7184,3,0,15.2,5,19,7.657,6.565,1.1664
2021,8846,14,1,3.8,4,26,6.798,5.828,1.1664
2021,8002,7,0,8.2,1,22,7.279,6.241,1.1664
2021,12589,14,1,15.4,1,17,8.698,7.458,1.1664
2021,9738,13,1,10.0,5,24,8.201,7.031,1.1664
2021,13821,8,1,9.0,5,21,8.066,6.916,1.1664
2021,10534,2,0,8.8,4,26,7.24,6.207,1.1664
2021,10106,14,1,14.9,2,22,8.565,7.343,1.1664
2021,9671,16,1,14.7,6,20,9.17,7.862,1.1664
2021,11545,15,1,15.8,4,20,9.586,8.219,1.1664
2021,5156,3,0,7.3,1,21,6.191,5.308,1.1664
2021,9713,10,2,7.1,6,23,7.255,6.22,1.1664
2021,9325,7,1,16.5,6,20,8.406,7.207,1.1664
2021,11314,2,0,12.8,5,26,8.828,7.569,1.1664
2021,9031,13,0,9.6,5,23,8.235,7.06,1.1664
2021,6903,8,2,11.4,6,23,7.402,6.346,1.1664
2021,9518,2,0,7.1,3,22,6.712,5.755,1.1664
2021,6793,3,2,9.9,5,22,6.671,5.719,1.1664
2021,4687,3,1,12.6,2,18,6.498,5.571,1.1664
2021,11318,10,1,13.4,6,23,8.621,7.391,1.1664
2021,10948,15,1,11.7,4,28,8.622,7.392,1.1664
2021,10668,16,0,11.2,7,24,9.537,8.177,1.1664
2021,12757,9,0,14.9,9,23,10.244,8.783,1.1664
2021,7837,16,0,11.6,1,17,8.436,7.233,1.1664
2021,5922,15,2,10.2,2,25,7.88,6.756,1.1664
2021,9325,5,1,9.0,6,24,7.19,6.164,1.1664
2021,8631,6,1,4.9,5,26,6.12,5.247,1.1664
2021,7394,13,0,14.6,3,19,8.578,7.354,1.1664
2021,9300,10,1,17.9,3,21,8.521,7.305,1.1664
2021,7971,11,0,8.7,5,18,7.634,6.545,1.1664
2021,4910,13,0,6.9,9,17,7.444,6.382,1.1664
2021,8397,4,0,9.5,4,20,6.955,5.962,1.1664
2021,6659,4,1,13.2,7,23,7.329,6.283,1.1664
2021,10079,14,1,10.0,2,21,8.391,7.194,1.1664
2021,7860,0,1,9.9,3,20,5.88,5.041,1.1664
2021,12279,8,1,11.7,5,23,8.873,7.607,1.1664
2021,13510,2,2,12.4,2,12,6.975,5.98,1.1664
2021,11198,3,2,13.5,2,20,7.062,6.054,1.1664
2021,5622,15,1,10.8,5,23,7.571,6.491,1.1664
2021,13263,6,1,10.7,6,21,7.791,6.68,1.1664
2021,13439,13,2,4.3,4,26,7.535,6.46,1.1664
2021,9547,15,1,15.7,2,20,8.569,7.346,1.1664
2021,12807,17,1,13.0,5,20,10.023,8.593,1.1664
2021,8121,15,0,18.0,3,19,10.449,8.958,1.1664
2021,4834,15,2,14.0,5,20,7.884,6.76,1.1664
2021,7599,1,0,11.7,2,23,6.839,5.864,1.1664
2021,13823,9,0,6.1,3,24,8.223,7.05,1.1664
2021,5772,6,1,5.5,1,28,5.783,4.958,1.1664
2021,9499,14,2,16.2,5,24,9.15,7.845,1.1664
2021,9585,8,1,14.2,3,18,7.626,6.538,1.1664
2021,8218,6,2,17.9,4,26,8.706,7.464,1.1664
2021,8391,15,2,15.7,1,23,8.782,7.529,1.1664
2021,9681,2,1,10.5,4,22,6.751,5.788,1.1664
2021,8095,16,1,2.8,6,25,6.952,5.96,1.1664
2021,5945,7,1,14.4,8,29,7.851,6.731,1.1664
2021,10038,1,2,7.9,2,21,6.011,5.153,1.1664
2021,12183,2,1,11.3,3,20,6.981,5.985,1.1664
2021,11674,7,2,13.6,4,26,8.56,7.339,1.1664
2021,7476,1,0,9.5,6,30,7.295,6.254,1.1664
2021,6372,16,0,8.7,4,22,7.993,6.853,1.1664
2021,8790,4,0,10.8,2,22,7.325,6.28,1.1664
2021,13419,16,1,3.8,4,23,7.724,6.622,1.1664
2021,11114,9,2,7.9,6,23,7.702,6.603,1.1664
2021,11260,8,0,7.8,4,18,7.414,6.356,1.1664
2021,11725,5,0,11.1,1,23,7.924,6.794,1.1664
2021,10552,10,0,8.2,6,23,8.292,7.109,1.1664
2021,9802,1,1,9.9,9,23,6.905,5.92,1.1664
2021,11156,11,0,10.2,3,23,8.455,7.249,1.1664
2021,8135,11,0,20.5,6,22,10.173,8.721,1.1664
2021,5964,15,2,15.1,3,16,7.943,6.81,1.1664
2021,11307,11,1,11.5,3,20,7.762,6.654,1.1664
2021,12594,17,1,13.8,2,25,9.426,8.081,1.1664
2021,6704,12,1,15.7,5,25,8.339,7.149,1.1664
2021,11555,14,1,13.2,5,21,8.775,7.523,1.1664
2021,13702,15,0,7.9,1,19,8.717,7.473,1.1664
2021,9494,3,2,11.5,4,24,7.261,6.225,1.1664
2021,7455,11,1,8.1,3,23,6.622,5.677,1.1664
2021,9808,16,0,10.7,3,22,9.33,7.999,1.1664
2021,8124,0,0,11.4,1,25,6.748,5.785,1.1664
2021,7958,17,0,16.2,3,18,9.595,8.226,1.1664
2021,10583,15,2,8.8,1,25,8.387,7.191,1.1664
2021,5491,0,1,8.5,5,17,5.3,4.544,1.1664
2021,5890,9,1,9.1,6,20,6.657,5.707,1.1664
2021,9548,15,0,9.6,4,19,8.586,7.362,1.1664
2021,9444,13,2,10.7,4,20,7.626,6.538,1.1664
2021,10359,1,2,13.3,1,23,7.08,6.07,1.1664
2021,14188,5,1,8.9,6,24,7.65,6.559,1.1664
2021,9761,4,1,12.5,1,22,7.321,6.277,1.1664
2021,10995,11,2,12.5,3,18,7.731,6.628,1.1664
2021,7061,3,1,14.2,2,16,6.369,5.461,1.1664
2021,11420,3,1,11.2,3,25,7.446,6.384,1.1664
2021,8184,4,0,15.3,5,24,8.624,7.394,1.1664
2021,9679,6,2,13.5,2,25,7.49,6.421,1.1664
2021,9228,5,0,13.3,2,22,8.561,7.34,1.1664
2021,12082,12,0,9.8,6,24,9.235,7.917,1.1664
2021,6225,3,2,13.1,3,20,6.825,5.852,1.1664
2021,3792,12,1,13.4,4,23,7.646,6.556,1.1664
2021,8966,3,2,9.6,6,21,6.894,5.91,1.1664
2021,10671,9,1,16.8,3,20,8.601,7.374,1.1664
2021,9881,0,2,22.5,2,23,8.896,7.627,1.1664
2021,12581,7,1,9.4,7,23,8.304,7.119,1.1664
2021,10593,6,1,10.1,4,25,7.87,6.748,1.1664
2021,8090,4,0,10.2,4,18,7.211,6.182,1.1664
2021,3686,2,0,6.8,5,25,6.369,5.461,1.1664
2021,8907,14,1,8.5,3,22,7.606,6.521,1.1664
2021,12070,16,1,15.4,5,25,9.729,8.341,1.1664
2021,8520,12,0,11.7,5,25,8.569,7.347,1.1664
2021,9571,14,1,19.7,9,15,9.889,8.478,1.1664
2021,10553,13,0,10.8,1,25,8.718,7.474,1.1664
2021,6962,12,0,13.7,5,25,9.193,7.882,1.1664
2021,11058,11,1,8.4,3,18,7.293,6.253,1.1664
2021,13593,8,2,11.6,3,17,7.898,6.772,1.1664
2021,9068,2,0,12.4,2,24,7.426,6.367,1.1664
2021,6677,10,1,3.6,5,22,5.824,4.994,1.1664
2021,9333,9,2,8.7,2,20,6.71,5.753,1.1664
2021,3939,0,1,14.5,4,26,6.553,5.618,1.1664
2021,10342,16,1,14.3,5,23,9.526,8.167,1.1664
2021,10631,12,0,7.0,3,16,7.769,6.661,1.1664
2021,13689,13,1,10.6,4,19,8.266,7.087,1.1664
2021,9015,0,1,2.5,2,25,5.106,4.377,1.1664
2021,10521,1,1,12.0,10,22,7.476,6.409,1.1664
2021,7347,1,2,17.0,4,20,7.288,6.248,1.1664
2021,8609,6,1,17.2,2,23,8.253,7.076,1.1664
2021,5687,8,0,17.1,4,20,8.645,7.412,1.1664
2021,9013,3,2,14.1,3,18,6.833,5.858,1.1664
2021,8737,1,1,16.6,3,25,7.511,6.44,1.1664
2021,10248,4,2,11.2,1,26,6.806,5.835,1.1664
2021,7941,8,1,9.9,6,23,7.436,6.375,1.1664
2021,9708,12,0,16.6,2,17,9.318,7.989,1.1664
2021,8667,11,1,13.2,6,28,8.437,7.234,1.1664
2021,8671,8,1,4.8,6,27,6.635,5.688,1.1664
2021,9701,9,0,16.9,4,26,9.273,7.95,1.1664
2021,9601,9,1,11.1,4,23,7.799,6.686,1.1664
2021,11403,11,1,9.3,3,22,7.45,6.387,1.1664
2021,9198,13,1,15.9,6,23,9.156,7.85,1.1664
2021,8625,7,0,15.4,4,19,8.713,7.47,1.1664
2021,9048,15,1,8.2,6,20,7.729,6.627,1.1664
2021,7713,16,0,11.4,6,20,8.959,7.681,1.1664
2021,8600,3,1,8.4,2,24,6.169,5.289,1.1664
2021,14578,5,0,8.5,3,23,7.973,6.835,1.1664
2021,7218,11,0,1.0,7,19,6.516,5.587,1.1664
2021,8803,17,0,7.9,3,17,8.377,7.182,1.1664
2021,8531,6,0,11.3,8,23,8.301,7.117,1.1664
2021,8882,4,1,1.0,1,19,4.878,4.182,1.1664
2021,8672,9,2,6.5,7,18,6.557,5.621,1.1664
2021,10198,5,1,14.4,7,28,8.261,7.083,1.1664
2021,5225,13,1,6.4,6,29,7.054,6.048,1.1664
2021,12093,5,2,11.4,1,21,7.632,6.543,1.1664
2021,11081,13,2,5.4,8,17,7.262,6.226,1.1664
2021,6393,11,2,13.6,4,26,7.813,6.699,1.1664
2021,3827,11,0,10.7,2,23,7.286,6.246,1.1664
2021,7057,7,1,8.3,3,24,6.463,5.541,1.1664
2021,8893,9,2,1.4,4,20,5.689,4.877,1.1664
2021,15951,15,2,8.4,7,19,9.013,7.727,1.1664
2021,10858,7,1,14.7,5,21,8.238,7.062,1.1664
2021,4981,8,0,18.2,2,23,8.843,7.582,1.1664
2021,7776,12,2,11.1,8,20,7.779,6.669,1.1664
2021,9367,16,1,11.6,5,26,8.737,7.49,1.1664
2021,10134,16,1,9.3,3,17,7.722,6.621,1.1664
2021,6213,6,1,16.9,2,23,7.785,6.675,1.1664
2021,9163,0,1,11.0,5,22,6.871,5.891,1.1664
2021,7706,13,0,15.6,5,26,9.597,8.227,1.1664
2021,6741,16,0,13.0,5,19,8.921,7.649,1.1664
2021,10149,12,2,12.5,6,24,8.559,7.338,1.1664
2021,11435,1,1,7.9,8,23,7.109,6.095,1.1664
2021,11603,13,1,19.1,8,23,10.047,8.613,1.1664
2021,10936,0,2,17.9,4,19,7.921,6.791,1.1664
2021,8257,4,1,21.1,3,20,8.686,7.447,1.1664
2021,11286,6,0,7.6,3,21,7.398,6.342,1.1664
2021,10273,13,1,13.1,2,20,8.098,6.943,1.1664
2021,9835,13,0,8.8,3,26,9.01,7.725,1.1664
2021,7971,14,0,13.8,4,22,9.319,7.99,1.1664
2021,8258,4,1,13.2,4,24,7.106,6.092,1.1664
2021,9685,4,2,10.3,3,18,6.814,5.842,1.1664
2021,15600,1,1,11.1,6,16,7.407,6.351,1.1664
2021,10253,17,0,20.4,4,21,10.586,9.076,1.1664
2021,7972,8,1,11.5,4,18,7.827,6.71,1.1664
2021,7419,9,0,3.2,6,22,6.893,5.91,1.1664
2021,8271,17,1,9.9,5,19,8.489,7.278,1.1664
2021,14943,3,0,7.6,2,23,7.895,6.769,1.1664
2021,8502,7,2,8.3,4,20,7.056,6.049,1.1664
2021,11767,17,0,14.8,5,24,10.144,8.697,1.1664
2021,8560,16,0,15.6,4,19,9.328,7.998,1.1664
2021,10153,15,1,8.6,3,16,7.41,6.353,1.1664
2021,11479,17,0,9.8,1,25,9.041,7.751,1.1664
2021,8070,6,1,9.2,4,20,6.729,5.769,1.1664
2021,7897,0,2,18.1,4,26,7.803,6.69,1.1664
2021,13647,0,0,15.7,4,20,8.648,7.414,1.1664
2021,11961,17,1,14.7,3,20,9.428,8.083,1.1664
2021,11477,3,2,7.9,3,21,6.326,5.424,1.1664
2021,11468,3,1,5.2,2,20,5.64,4.835,1.1664
2021,10649,5,2,16.9,4,22,8.086,6.932,1.1664
2021,14544,2,0,19.7,4,23,10.147,8.7,1.1664
2021,9610,5,0,5.0,5,24,6.759,5.795,1.1664
2021,10943,12,0,21.0,4,22,11.367,9.745,1.1664
2021,5873,6,0,11.6,7,17,7.79,6.678,1.1664
2021,7438,3,1,12.7,3,27,6.831,5.857,1.1664
2021,6498,0,0,6.7,3,21,6.317,5.416,1.1664
2021,12685,5,1,4.9,5,21,7.304,6.262,1.1664
2021,3119,4,0,2.9,1,22,4.795,4.111,1.1664
2021,8494,12,2,16.1,1,21,8.386,7.189,1.1664
2021,2016,3,0,11.7,6,17,6.434,5.516,1.1664
2021,7422,5,0,13.8,1,24,8.146,6.984,1.1664
2021,8273,12,1,16.5,9,20,9.086,7.79,1.1664
2021,12962,4,0,11.6,2,21,8.299,7.115,1.1664
2021,10492,12,1,18.8,3,27,10.07,8.633,1.1664
2021,7417,9,1,8.7,5,25,6.84,5.864,1.1664
2021,12165,2,2,10.3,6,27,7.432,6.372,1.1664
2021,9545,12,1,8.4,5,20,7.469,6.403,1.1664
