concept,basis,amount_type,level_1,level_2,level_3,accident_period,development_period,amount
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,58,285968.93975716794
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,58,266215.0161781543
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,58,248607.1231627663
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,58,231807.91512356204
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,58,226971.75619435598
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,58,244979.83600528876
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,58,260734.63570192296
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,58,260880.4675733669
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,58,263348.6454478934
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,58,288574.692506899
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,58,303105.8359894105
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,58,326655.49942815077
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,58,303299.2827643028
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,58,303200.5366482402
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,58,279975.43392025493
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,58,249168.2631452229
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,58,263589.81036319357
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2021-02,58,281992.2359317697
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,59,178708.92169697155
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,59,192059.9799477779
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,59,188429.23948886374
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,59,196175.2037132425
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,59,202069.39722350868
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,59,223315.11835249304
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,59,231620.46424629536
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,59,243901.00125118953
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,59,249020.2565942464
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,59,212642.11014890063
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,59,211938.76312030345
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,59,207585.61615395884
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,59,201755.2214694832
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,59,203091.00808684618
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,59,212789.42185303007
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,59,222074.02434520583
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,59,230032.95857327105
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,59,238637.84576675892
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,59,255939.09481503902
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,59,253660.00607025286
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,59,263706.4682079204
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,59,236359.6051418742
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,59,224445.35910644842
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,59,209268.00233034405
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,59,212635.491489384
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,59,215285.46928635507
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,59,236021.42207116415
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,59,231626.09761103056
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,59,244611.28016262825
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,59,249233.61516869708
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,59,264194.4116099026
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,59,280127.74227193836
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,59,267539.53278907936
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,59,256264.61870303654
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,59,229361.34965796227
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,59,229550.48597833642
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,59,224427.312515122
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,59,230255.0294854691
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,59,226187.2367397855
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,59,252369.21220491713
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,59,253354.6362884487
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,59,272990.1001422821
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,59,280792.2383301373
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,59,277955.9787028326
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,59,285380.48205817066
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,59,252294.93334025852
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,59,259775.9838588991
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,59,227761.47870725812
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,59,223897.34404615458
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,59,242760.21818702345
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,59,265827.4367977751
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,59,262036.5926492297
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,59,279284.4901758939
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,59,276265.01990402065
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,59,323007.28288434027
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,59,315556.15944056615
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,59,296230.52110776486
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,59,293309.93268521887
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,59,281808.792672443
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,59,256636.09388609626
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,59,260055.3314348582
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,60,172498.10423251367
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,60,181725.4091832155
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,60,181636.38835047785
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,60,201748.6412053142
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,60,208593.2316008834
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,60,224328.209026126
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,60,231697.26941480415
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,60,235639.4306321249
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,60,239480.648810483
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,60,219106.6645771273
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,60,214988.28061771204
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,60,213160.5056368482
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,60,200222.95934931692
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,60,198256.05986312838
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,60,207505.63400031027
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,60,214042.41354018467
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,60,229039.37985875396
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,60,243265.15449044632
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,60,248443.62458482216
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,60,262622.6561683608
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,60,267400.3024001218
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,60,237815.88631238817
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,60,226588.63793724714
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,60,211341.50979141032
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,60,213546.1950708567
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,60,216374.59868061525
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,60,227604.49183779384
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,60,234756.58450386915
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,60,240830.9419878331
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,60,254786.96627087233
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,60,273330.36136470636
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,60,263924.4862407257
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,60,271047.21701659873
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,60,265713.99370156636
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,60,233951.23495338863
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,60,222135.25945598725
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,60,228303.94844559053
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,60,221229.22085562843
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,60,236985.76717964502
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,60,241788.53515109574
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,60,265839.45506954443
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,60,275015.52256529423
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,60,273215.68249790935
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,60,280107.78617431613
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,60,280343.6340765695
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,60,257844.03607940493
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,60,253470.8338009308
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,60,227833.01779338164
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,60,225830.0570371675
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,60,237931.82647839456
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,60,256040.8454864849
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,60,252980.87421092973
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,60,274335.7401038347
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,60,274400.55447945814
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,60,301545.87143803947
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,60,309992.2373642162
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,60,301332.3041488427
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,60,288063.4551028339
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,60,273652.6167631517
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,60,255946.85795072687
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,61,172483.83007669
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,61,183652.8803233405
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,61,180846.4629093456
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,61,195637.4387566831
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,61,206345.2001174686
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,61,225158.20032269883
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,61,228932.13433475973
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,61,234762.85477962217
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,61,242721.72134807636
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,61,219252.11349969363
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,61,213245.2864209968
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,61,201272.96668184295
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,61,205744.68067781796
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,61,197000.19867299078
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,61,217157.1465525158
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,61,225134.03973447898
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,61,226133.89671747322
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,61,242694.81959346664
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,61,247045.80949475075
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,61,253219.10639952947
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,61,268413.60783682094
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,61,241809.36223521215
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,61,226819.88195426305
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,61,207645.66599327556
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,61,216715.85194710025
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,61,208413.96079495028
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,61,237416.48396569194
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,61,238709.94012722408
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,61,243923.02233508014
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,61,256814.72601852025
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,61,264292.3741338135
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,61,272117.12679911254
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,61,265349.0911444023
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,61,252817.26373496494
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,61,234027.35497463561
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,61,225840.3214990409
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,61,218547.52107600018
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,61,221435.29735053892
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,61,243390.65115090445
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,61,249025.6555420388
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,61,254700.8490037718
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,61,265245.26104142127
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,61,286411.48767511366
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,61,288563.84974670236
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,61,288854.56820963026
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,61,249644.8956075102
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,61,251587.18948263655
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,61,226435.859986115
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,61,222252.850714457
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,61,252416.39422748698
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,61,251965.3055706372
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,61,256658.90219713745
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,61,262691.90915713686
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,61,281690.6396051331
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,61,319373.8018563556
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,61,311240.8122299964
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,61,312067.68153173453
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,61,285659.92199964763
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,61,273738.9687512541
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,62,173285.4584457976
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,62,184153.046494791
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,62,184894.77646220775
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,62,193862.3023993247
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,62,206204.88030097808
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,62,225639.73689960878
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,62,231700.08671823004
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,62,233440.72752293397
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,62,241247.47420341984
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,62,216684.25743933776
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,62,217264.6270460087
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,62,207523.44624661212
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,62,204534.20684323055
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,62,198214.17619292904
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,62,213237.10747104784
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,62,227459.5518758276
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,62,223884.18636312557
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,62,238744.5503957456
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,62,244133.98089645352
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,62,251598.0897129027
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,62,266217.66591883154
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,62,242730.92271828407
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,62,226924.07589947365
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,62,206734.70359609296
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,62,209955.83323223956
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,62,209780.89678014675
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,62,233179.0417333445
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,62,236502.49844181456
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,62,252535.239852079
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,62,248707.05448852706
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,62,264623.56825076614
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,62,276986.6937318836
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,62,262317.3266313369
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,62,256672.60183119494
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,62,234069.2752254303
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,62,228284.59077666118
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,62,220018.2443796317
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,62,220731.57321133473
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,62,239500.5230341281
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,62,254990.65012675256
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,62,258778.02932963378
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,62,271468.0963769524
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,62,281285.9657739717
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,62,283344.22845062445
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,62,283344.474803986
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,62,248918.61179237382
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,62,255067.52769280644
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,62,223086.71829187017
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,62,218873.93139244412
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,62,258838.14362220818
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,62,253513.58657152238
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,62,249372.05738272268
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,62,270346.32182210445
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,62,280844.80602501356
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,62,306468.25051154813
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,62,312122.41770693805
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,62,306827.46143374377
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,62,286578.6099230509
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,63,172856.79283546383
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,63,180978.7837188231
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,63,185456.52040671287
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,63,195857.05519313415
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,63,205235.3962911329
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,63,227282.9629242943
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,63,234482.9423545679
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,63,241310.9153511656
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,63,236333.15345366465
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,63,217074.54532212464
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,63,212427.00196141534
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,63,203625.19592605645
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,63,201786.9181900688
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,63,191384.67712721962
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,63,212531.984895204
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,63,218057.1423707262
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,63,231076.43901102396
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,63,242998.4310099684
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,63,255171.40404608822
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,63,249820.50179280192
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,63,266213.95998816146
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,63,239954.0155332192
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,63,225958.71148738445
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,63,216401.71475250265
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,63,212362.7604404949
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,63,210919.0380822597
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,63,230162.84591859955
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,63,235567.75512698296
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,63,245265.47958523183
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,63,251873.07187210675
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,63,261858.64172215527
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,63,262822.2153779465
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,63,266289.5740768391
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,63,269467.3108264346
Loss Incurred,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,63,234796.61774856693
